tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status
ENSMUSG00000081957	-	-	ENSMUSG00000081957	Ak3l2-ps	-	chr2:72471992-72472664	-	-	2.6854	1.67041	3.70039	OK
ENSMUSG00000085252	-	-	ENSMUSG00000085252	8430437L04Rik	-	chr2:72541566-72567525	-	-	0.0331636	0	0.0994907	OK
ENSMUSG00000055612	-	-	ENSMUSG00000055612	Cdca7	-	chr2:72314215-72324950	-	-	9.00238	7.47239	10.5324	OK
ENSMUSG00000085427	-	-	ENSMUSG00000085427	6430710C18Rik	-	chr2:72583902-72651774	-	-	1.07211	0.342002	1.80222	OK
ENSMUSG00000092984	-	-	ENSMUSG00000092984	Mir5115	-	chr2:72850910-72850984	-	-	0	0	0	OK
ENSMUSG00000014959	-	-	ENSMUSG00000014959	Gorasp2	-	chr2:70499632-70550693	-	-	41.7445	38.8223	44.6667	OK
ENSMUSG00000041997	-	-	ENSMUSG00000041997	Tlk1	-	chr2:70550463-70663785	-	-	23.0008	21.2656	24.7359	OK
ENSMUSG00000027108	-	-	ENSMUSG00000027108	Ola1	-	chr2:72930857-73056981	-	-	30.3783	27.91	32.8467	OK
ENSMUSG00000082455	-	-	ENSMUSG00000082455	Gm13665	-	chr2:72954795-72955332	-	-	0.318054	0	0.901706	OK
ENSMUSG00000083569	-	-	ENSMUSG00000083569	Gm13666	-	chr2:72969801-72970600	-	-	0	0	0	OK
ENSMUSG00000083976	-	-	ENSMUSG00000083976	Gm13664	-	chr2:73014667-73015012	-	-	0	0	0	OK
ENSMUSG00000027070	-	-	ENSMUSG00000027070	Lrp2	-	chr2:69262396-69424122	-	-	0.240426	0	0.547595	OK
ENSMUSG00000087176	-	-	ENSMUSG00000087176	D230022J07Rik	-	chr2:73225026-73258555	-	-	0	0	0	OK
ENSMUSG00000085768	-	-	ENSMUSG00000085768	Gm13707	-	chr2:73259965-73267199	-	-	0.155718	0	0.467155	OK
ENSMUSG00000026991	-	-	ENSMUSG00000026991	Pkp4	-	chr2:58998906-59193265	-	-	108.909	99.5566	118.261	OK
ENSMUSG00000027111	-	-	ENSMUSG00000027111	Itga6	-	chr2:71583672-71696473	-	-	114.166	105.911	122.422	OK
ENSMUSG00000086641	-	-	ENSMUSG00000086641	Gm13663	-	chr2:71585563-71588257	-	-	0	0	0	OK
ENSMUSG00000084794	-	-	ENSMUSG00000084794	Gm13662	-	chr2:71587981-71597858	-	-	0	0	0	OK
ENSMUSG00000090953	-	-	ENSMUSG00000090953	Gm17250	-	chr2:71586131-71588219	-	-	0	0	0	OK
ENSMUSG00000081878	-	-	ENSMUSG00000081878	Gm13739	-	chr2:71600294-71600824	-	-	0	0	0	OK
ENSMUSG00000027107	-	-	ENSMUSG00000027107	Chrna1	-	chr2:73401271-73418395	-	-	0.0156547	0	0.0469641	OK
ENSMUSG00000087301	-	-	ENSMUSG00000087301	Gm13629	-	chr2:66278936-66384083	-	-	0	0	0	OK
ENSMUSG00000075316	-	-	ENSMUSG00000075316	Scn9a	-	chr2:66318136-66473009	-	-	0.186834	0	0.734724	OK
ENSMUSG00000080855	-	-	ENSMUSG00000080855	Rpl35-ps1	-	chr2:66285092-66285464	-	-	0.222102	0	0.666307	OK
ENSMUSG00000081307	-	-	ENSMUSG00000081307	Gm13627	-	chr2:66367470-66368803	-	-	0	0	0	OK
ENSMUSG00000088994	-	-	ENSMUSG00000088994	7SK	-	chr2:66440571-66440855	-	-	0	0	0	OK
ENSMUSG00000086382	-	-	ENSMUSG00000086382	Gm13705	-	chr2:73422906-73427265	-	-	0.910948	0.0121682	1.80973	OK
ENSMUSG00000081062	-	-	ENSMUSG00000081062	Gm13640	-	chr2:73647218-73647482	-	-	0	0	0	OK
ENSMUSG00000034903	-	-	ENSMUSG00000034903	Cobll1	-	chr2:64926395-65077460	-	-	11.358	9.86233	12.8536	OK
ENSMUSG00000086881	-	-	ENSMUSG00000086881	Gm13594	-	chr2:65076812-65077732	-	-	1.20057	0.0242564	2.37688	OK
ENSMUSG00000075281	-	-	ENSMUSG00000075281	Gm10822	-	chr2:73731052-73738907	-	-	0.0963112	0	0.207522	OK
ENSMUSG00000004085	-	-	ENSMUSG00000004085	B230120H23Rik	-	chr2:72123693-72280667	-	-	58.7753	55.511	62.0397	OK
ENSMUSG00000088302	-	-	ENSMUSG00000088302	7SK	-	chr2:72165743-72166051	-	-	0.488458	0	1.46537	OK
ENSMUSG00000084261	-	-	ENSMUSG00000084261	Gm13635	-	chr2:72198303-72198599	-	-	0	0	0	OK
ENSMUSG00000006494	-	-	ENSMUSG00000006494	Pdk1	-	chr2:71711280-71741915	-	-	61.9859	58.6721	65.2997	OK
ENSMUSG00000042133	-	-	ENSMUSG00000042133	Ppig	-	chr2:69560601-69592069	-	-	7.98405	6.31827	9.64983	OK
ENSMUSG00000082345	-	-	ENSMUSG00000082345	Gm13622	-	chr2:69575413-69575846	-	-	0.540969	0	1.16563	OK
ENSMUSG00000068859	-	-	ENSMUSG00000068859	Sp9	-	chr2:73109981-73122763	-	-	0.0332184	0	0.215566	OK
ENSMUSG00000008226	-	-	ENSMUSG00000008226	Scrn3	-	chr2:73150657-73175875	-	-	9.68027	8.04525	11.3153	OK
ENSMUSG00000041777	-	-	ENSMUSG00000041777	Cir1	-	chr2:73121161-73150758	-	-	4.49168	3.78686	5.19651	OK
ENSMUSG00000085387	-	-	ENSMUSG00000085387	A630050E04Rik	-	chr2:73938980-73940399	-	-	0	0	0	OK
ENSMUSG00000085405	-	-	ENSMUSG00000085405	4930441J16Rik	-	chr2:74136996-74145774	-	-	0	0	0	OK
ENSMUSG00000084791	-	-	ENSMUSG00000084791	Gm13667	-	chr2:73973813-73988891	-	-	0	0	0	OK
ENSMUSG00000083072	-	-	ENSMUSG00000083072	Gm13668	-	chr2:73797725-73798721	-	-	0	0	0	OK
ENSMUSG00000065237	-	-	ENSMUSG00000065237	U6	-	chr2:74462698-74462805	-	-	0	0	0	OK
ENSMUSG00000082973	-	-	ENSMUSG00000082973	Gm13672	-	chr2:74469896-74470355	-	-	0	0	0	OK
ENSMUSG00000001815	-	-	ENSMUSG00000001815	Evx2	-	chr2:74491048-74497918	-	-	0	0	0	OK
ENSMUSG00000001819	-	-	ENSMUSG00000001819	Hoxd13	-	chr2:74506366-74509656	-	-	0	0	0	OK
ENSMUSG00000001823	-	-	ENSMUSG00000001823	Hoxd12	-	chr2:74512985-74515763	-	-	0	0	0	OK
ENSMUSG00000086077	-	-	ENSMUSG00000086077	Gm14396	-	chr2:74533576-74535432	-	-	0	0	0	OK
ENSMUSG00000075279	-	-	ENSMUSG00000075279	Mrpl23-ps1	-	chr2:74429386-74429974	-	-	37.4394	33.1196	41.7591	OK
ENSMUSG00000075277	-	-	ENSMUSG00000075277	6720416L17Rik	-	chr2:74586478-74600953	-	-	0	0	0	OK
ENSMUSG00000085015	-	-	ENSMUSG00000085015	Gm14424	-	chr2:74590740-74591801	-	-	0	0	0	OK
ENSMUSG00000086559	-	-	ENSMUSG00000086559	Gm14426	-	chr2:74592511-74593154	-	-	0	0	0	OK
ENSMUSG00000043342	-	-	ENSMUSG00000043342	Hoxd9	-	chr2:74535736-74538265	-	-	0.106462	0	0.229394	OK
ENSMUSG00000027109	-	-	ENSMUSG00000027109	Sp3	-	chr2:72774483-72818503	-	-	26.628	24.917	28.339	OK
ENSMUSG00000063714	-	-	ENSMUSG00000063714	1700011J10Rik	-	chr2:72817480-72826734	-	-	15.6185	12.0579	19.1791	OK
ENSMUSG00000092851	-	-	ENSMUSG00000092851	AL844840.1	-	chr2:72788919-72789044	-	-	0	0	0	OK
ENSMUSG00000084213	-	-	ENSMUSG00000084213	Hspe1-ps5	-	chr2:72793954-72794251	-	-	0.700232	0	1.69189	OK
ENSMUSG00000079286	-	-	ENSMUSG00000079286	Gm11084	-	chr2:72809604-72824773	-	-	0	0	0	OK
ENSMUSG00000042448	-	-	ENSMUSG00000042448	Hoxd1	-	chr2:74601036-74603200	-	-	0	0	0	OK
ENSMUSG00000083837	-	-	ENSMUSG00000083837	Gm14427	-	chr2:74724428-74725063	-	-	0	0	0	OK
ENSMUSG00000084574	-	-	ENSMUSG00000084574	n-R5s198	-	chr2:74773471-74773571	-	-	0	0	0	OK
ENSMUSG00000087333	-	-	ENSMUSG00000087333	Gm13652	-	chr2:74962927-74975855	-	-	0	0	0	OK
ENSMUSG00000086044	-	-	ENSMUSG00000086044	A330043C09Rik	-	chr2:74985174-75015715	-	-	0	0	0	OK
ENSMUSG00000049044	-	-	ENSMUSG00000049044	Rapgef4	-	chr2:71819271-72095531	-	-	1.00278	0.0623981	1.94317	OK
ENSMUSG00000085001	-	-	ENSMUSG00000085001	BB114351	-	chr2:72062744-72070359	-	-	0.0562961	0	0.154492	OK
ENSMUSG00000088297	-	-	ENSMUSG00000088297	SNORA17	-	chr2:71837722-71837849	-	-	0	0	0	OK
ENSMUSG00000085439	-	-	ENSMUSG00000085439	Gm13634	-	chr2:71935659-71986853	-	-	0	0	0	OK
ENSMUSG00000086231	-	-	ENSMUSG00000086231	4732447D17Rik	-	chr2:72083021-72087032	-	-	0.09878	0.0104285	0.187132	OK
ENSMUSG00000086200	-	-	ENSMUSG00000086200	Gm13659	-	chr2:75149136-75151238	-	-	0	0	0	OK
ENSMUSG00000087504	-	-	ENSMUSG00000087504	Gm13658	-	chr2:75274113-75282236	-	-	0	0	0	OK
ENSMUSG00000086576	-	-	ENSMUSG00000086576	Gm13660	-	chr2:75297022-75302845	-	-	0	0	0	OK
ENSMUSG00000027099	-	-	ENSMUSG00000027099	Mtx2	-	chr2:74663859-74716488	-	-	74.3499	68.5107	80.189	OK
ENSMUSG00000081156	-	-	ENSMUSG00000081156	Gm14425	-	chr2:74693762-74694368	-	-	0	0	0	OK
ENSMUSG00000075284	-	-	ENSMUSG00000075284	Wipf1	-	chr2:73267666-73367791	-	-	7.62072	6.1934	9.04804	OK
ENSMUSG00000086069	-	-	ENSMUSG00000086069	Gm13708	-	chr2:73297761-73315659	-	-	0.245447	0	0.736341	OK
ENSMUSG00000082152	-	-	ENSMUSG00000082152	Gm13655	-	chr2:75470694-75471439	-	-	0.076172	0	0.228516	OK
ENSMUSG00000075276	-	-	ENSMUSG00000075276	Gm13653	-	chr2:75030333-75030849	-	-	0.806272	0.0214364	1.59111	OK
ENSMUSG00000042499	-	-	ENSMUSG00000042499	Hoxd11	-	chr2:74517448-74525798	-	-	0.0207249	0	0.111506	OK
ENSMUSG00000092315	-	-	ENSMUSG00000092315	Gm20440	-	chr2:74521502-74532251	-	-	0	0	0	OK
ENSMUSG00000050368	-	-	ENSMUSG00000050368	Hoxd10	-	chr2:74529146-74533163	-	-	0.0240174	0	0.0928563	OK
ENSMUSG00000081406	-	-	ENSMUSG00000081406	Gm13654	-	chr2:75029090-75029887	-	-	71.5754	66.288	76.8628	OK
ENSMUSG00000087527	-	-	ENSMUSG00000087527	Gm13656	-	chr2:75567648-75568229	-	-	0	0	0	OK
ENSMUSG00000081833	-	-	ENSMUSG00000081833	Gm13669	-	chr2:75646414-75646871	-	-	0	0	0	OK
ENSMUSG00000027012	-	-	ENSMUSG00000027012	Dync1i2	-	chr2:71049762-71101360	-	-	51.6407	49.0551	54.2262	OK
ENSMUSG00000087222	-	-	ENSMUSG00000087222	E030042O20Rik	-	chr2:75542826-75548081	-	-	1.5074	0.965929	2.04888	OK
ENSMUSG00000082187	-	-	ENSMUSG00000082187	Gm13670	-	chr2:75660084-75660850	-	-	0	0	0	OK
ENSMUSG00000086813	-	-	ENSMUSG00000086813	Gm13657	-	chr2:75615244-75620363	-	-	0.102699	0	0.221286	OK
ENSMUSG00000052371	-	-	ENSMUSG00000052371	1700109F18Rik	-	chr2:74541304-74554187	-	-	0.182767	0	0.700734	OK
ENSMUSG00000079277	-	-	ENSMUSG00000079277	Hoxd3	-	chr2:74549985-74586331	-	-	0.0917797	0	0.444827	OK
ENSMUSG00000042464	-	-	ENSMUSG00000042464	Hoxd4	-	chr2:74560034-74567217	-	-	0.147585	0	0.320787	OK
ENSMUSG00000027102	-	-	ENSMUSG00000027102	Hoxd8	-	chr2:74542671-74545990	-	-	0.49521	0.133493	0.856927	OK
ENSMUSG00000065500	-	-	ENSMUSG00000065500	Mir10b	-	chr2:74564126-74564194	-	-	0	0	0	OK
ENSMUSG00000015839	-	-	ENSMUSG00000015839	Nfe2l2	-	chr2:75513569-75542698	-	-	25.0619	23.1524	26.9713	OK
ENSMUSG00000089015	-	-	ENSMUSG00000089015	U6	-	chr2:75524796-75524895	-	-	0	0	0	OK
ENSMUSG00000075272	-	-	ENSMUSG00000075272	Ttc30a2	-	chr2:75814128-75816257	-	-	0.443571	0.228408	0.658735	OK
ENSMUSG00000075273	-	-	ENSMUSG00000075273	Ttc30b	-	chr2:75773919-75776519	-	-	2.76461	2.25343	3.27578	OK
ENSMUSG00000056436	-	-	ENSMUSG00000056436	Cyct	-	chr2:76191998-76198507	-	-	0.83787	0.296868	1.37887	OK
ENSMUSG00000075271	-	-	ENSMUSG00000075271	Ttc30a1	-	chr2:75817162-75820024	-	-	1.75446	1.35246	2.15646	OK
ENSMUSG00000075267	-	-	ENSMUSG00000075267	Dfnb59	-	chr2:76486532-76496613	-	-	0	0	0	OK
ENSMUSG00000042369	-	-	ENSMUSG00000042369	Rbm45	-	chr2:76208040-76221825	-	-	18.9681	17.415	20.5213	OK
ENSMUSG00000002731	-	-	ENSMUSG00000002731	Prkra	-	chr2:76467954-76486072	-	-	14.9502	13.1875	16.713	OK
ENSMUSG00000002732	-	-	ENSMUSG00000002732	Fkbp7	-	chr2:76501100-76511173	-	-	17.33	14.965	19.695	OK
ENSMUSG00000018770	-	-	ENSMUSG00000018770	Atp5g3	-	chr2:73746503-73749383	-	-	1894.87	1825.02	1964.71	OK
ENSMUSG00000002733	-	-	ENSMUSG00000002733	Plekha3	-	chr2:76513337-76534885	-	-	12.2723	10.6904	13.8542	OK
ENSMUSG00000075270	-	-	ENSMUSG00000075270	Pde11a	-	chr2:75827197-76176831	-	-	0.115971	0	0.270429	OK
ENSMUSG00000041762	-	-	ENSMUSG00000041762	Gpr155	-	chr2:73179562-73224629	-	-	4.78447	3.83864	5.7303	OK
ENSMUSG00000085519	-	-	ENSMUSG00000085519	Gm13703	-	chr2:73195324-73202390	-	-	0	0	0	OK
ENSMUSG00000086546	-	-	ENSMUSG00000086546	Gm13709	-	chr2:73208965-73217354	-	-	0.361041	0	0.842428	OK
ENSMUSG00000086544	-	-	ENSMUSG00000086544	Gm13704	-	chr2:73434582-73454069	-	-	0.375679	0	0.80777	OK
ENSMUSG00000085838	-	-	ENSMUSG00000085838	Gm13706	-	chr2:73496326-73498320	-	-	0.917548	0.176057	1.65904	OK
ENSMUSG00000056486	-	-	ENSMUSG00000056486	Chn1	-	chr2:73448716-73613403	-	-	14.8663	12.8151	16.9174	OK
ENSMUSG00000092951	-	-	ENSMUSG00000092951	AL928889.1	-	chr2:73459483-73459771	-	-	0.801013	0	1.9354	OK
ENSMUSG00000041975	-	-	ENSMUSG00000041975	Mettl8	-	chr2:70802617-70893663	-	-	3.48749	2.48234	4.49265	OK
ENSMUSG00000041966	-	-	ENSMUSG00000041966	Dcaf17	-	chr2:70893384-70937199	-	-	5.07636	3.61478	6.53794	OK
ENSMUSG00000009207	-	-	ENSMUSG00000009207	Lnp	-	chr2:74358347-74417492	-	-	6.90552	5.46043	8.3506	OK
ENSMUSG00000087205	-	-	ENSMUSG00000087205	4930445N08Rik	-	chr2:74417132-74422601	-	-	0	0	0	OK
ENSMUSG00000093242	-	-	ENSMUSG00000093242	AL772404.1	-	chr2:75497300-75497374	-	-	0	0	0	OK
ENSMUSG00000059005	-	-	ENSMUSG00000059005	Hnrnpa3	-	chr2:75497317-75507464	-	-	151.442	144.61	158.275	OK
ENSMUSG00000044308	-	-	ENSMUSG00000044308	Ubr3	-	chr2:69735302-69862070	-	-	35.1632	32.2814	38.045	OK
ENSMUSG00000042410	-	-	ENSMUSG00000042410	Agps	-	chr2:75670233-75769407	-	-	16.7574	15.1355	18.3794	OK
ENSMUSG00000082006	-	-	ENSMUSG00000082006	Gm13649	-	chr2:77173415-77174021	-	-	0	0	0	OK
ENSMUSG00000085277	-	-	ENSMUSG00000085277	Gm13943	-	chr2:77152807-77155092	-	-	0.322879	0	0.968637	OK
ENSMUSG00000087102	-	-	ENSMUSG00000087102	Gm13661	-	chr2:77678672-77680993	-	-	0	0	0	OK
ENSMUSG00000081611	-	-	ENSMUSG00000081611	Gm13651	-	chr2:77129387-77130497	-	-	1.07936	0.608288	1.55043	OK
ENSMUSG00000085431	-	-	ENSMUSG00000085431	4930440I19Rik	-	chr2:77889233-78034587	-	-	0	0	0	OK
ENSMUSG00000089462	-	-	ENSMUSG00000089462	7SK	-	chr2:78390664-78390894	-	-	0	0	0	OK
ENSMUSG00000082046	-	-	ENSMUSG00000082046	Gm14464	-	chr2:78437825-78439079	-	-	0	0	0	OK
ENSMUSG00000084239	-	-	ENSMUSG00000084239	Gm14463	-	chr2:78497585-78498083	-	-	0	0	0	OK
ENSMUSG00000082731	-	-	ENSMUSG00000082731	Gm14467	-	chr2:78560593-78560866	-	-	0	0	0	OK
ENSMUSG00000082701	-	-	ENSMUSG00000082701	Gm14460	-	chr2:78352854-78353493	-	-	0	0	0	OK
ENSMUSG00000081719	-	-	ENSMUSG00000081719	Gm13726	-	chr2:77800325-77801119	-	-	0.248826	0	0.536145	OK
ENSMUSG00000084101	-	-	ENSMUSG00000084101	Gm17014	-	chr2:78685442-78685610	-	-	0	0	0	OK
ENSMUSG00000054510	-	-	ENSMUSG00000054510	Gm14461	-	chr2:78077703-78142387	-	-	0	0	0	OK
ENSMUSG00000080984	-	-	ENSMUSG00000080984	Gm14469	-	chr2:78878689-78878891	-	-	0	0	0	OK
ENSMUSG00000083950	-	-	ENSMUSG00000083950	Gm14466	-	chr2:78862977-78863428	-	-	0	0	0	OK
ENSMUSG00000083691	-	-	ENSMUSG00000083691	Gm14465	-	chr2:79001185-79001752	-	-	0	0	0	OK
ENSMUSG00000083519	-	-	ENSMUSG00000083519	Gm13674	-	chr2:79972086-79972909	-	-	0	0	0	OK
ENSMUSG00000085921	-	-	ENSMUSG00000085921	Gm13752	-	chr2:80235053-80240682	-	-	0	0	0	OK
ENSMUSG00000050114	-	-	ENSMUSG00000050114	Prdx6b	-	chr2:80132628-80135513	-	-	0	0	0	OK
ENSMUSG00000082494	-	-	ENSMUSG00000082494	Gm13687	-	chr2:80339386-80339668	-	-	0	0	0	OK
ENSMUSG00000034683	-	-	ENSMUSG00000034683	Ppp1r1c	-	chr2:79547936-79658653	-	-	0	0	0	OK
ENSMUSG00000083284	-	-	ENSMUSG00000083284	Gm13688	-	chr2:80442889-80443497	-	-	0.140745	0	0.422236	OK
ENSMUSG00000027004	-	-	ENSMUSG00000027004	Frzb	-	chr2:80252126-80287782	-	-	6.19993	5.33272	7.06715	OK
ENSMUSG00000077404	-	-	ENSMUSG00000077404	SNORA17	-	chr2:80547745-80547872	-	-	0	0	0	OK
ENSMUSG00000027011	-	-	ENSMUSG00000027011	Ube2e3	-	chr2:78708280-78761450	-	-	56.3394	52.4792	60.1995	OK
ENSMUSG00000027016	-	-	ENSMUSG00000027016	Zfp385b	-	chr2:77248690-77657696	-	-	2.97575	1.84556	4.10594	OK
ENSMUSG00000085845	-	-	ENSMUSG00000085845	Gm13944	-	chr2:77300725-77318995	-	-	0	0	0	OK
ENSMUSG00000089568	-	-	ENSMUSG00000089568	U7	-	chr2:77385291-77385351	-	-	0	0	0	OK
ENSMUSG00000065141	-	-	ENSMUSG00000065141	SNORA46	-	chr2:80690444-80690575	-	-	0	0	0	OK
ENSMUSG00000084107	-	-	ENSMUSG00000084107	Gm13700	-	chr2:80701311-80702439	-	-	0	0	0	OK
ENSMUSG00000084297	-	-	ENSMUSG00000084297	Gm13755	-	chr2:80730262-80734598	-	-	0	0	0	OK
ENSMUSG00000081566	-	-	ENSMUSG00000081566	Gm13756	-	chr2:80748897-80749512	-	-	0	0	0	OK
ENSMUSG00000065261	-	-	ENSMUSG00000065261	U6	-	chr2:80824239-80824346	-	-	0	0	0	OK
ENSMUSG00000084005	-	-	ENSMUSG00000084005	Gm13701	-	chr2:80817994-80818295	-	-	0	0	0	OK
ENSMUSG00000088194	-	-	ENSMUSG00000088194	5S_rRNA	-	chr2:81383391-81383499	-	-	0	0	0	OK
ENSMUSG00000087061	-	-	ENSMUSG00000087061	A130030D18Rik	-	chr2:82215528-82232359	-	-	0	0	0	OK
ENSMUSG00000080979	-	-	ENSMUSG00000080979	Gm13675	-	chr2:82347372-82347901	-	-	0	0	0	OK
ENSMUSG00000083804	-	-	ENSMUSG00000083804	Gm13676	-	chr2:82384088-82384679	-	-	0	0	0	OK
ENSMUSG00000081122	-	-	ENSMUSG00000081122	Gm13678	-	chr2:82463369-82463709	-	-	0	0	0	OK
ENSMUSG00000075249	-	-	ENSMUSG00000075249	Fsip2	-	chr2:82783790-82849094	-	-	0	0	0	OK
ENSMUSG00000027006	-	-	ENSMUSG00000027006	Dnajc10	-	chr2:80155622-80194200	-	-	29.1487	27.1414	31.1559	OK
ENSMUSG00000083291	-	-	ENSMUSG00000083291	Gm13679	-	chr2:83230285-83230769	-	-	0	0	0	OK
ENSMUSG00000080925	-	-	ENSMUSG00000080925	Gm13682	-	chr2:83234336-83235038	-	-	0	0	0	OK
ENSMUSG00000081400	-	-	ENSMUSG00000081400	Gm13680	-	chr2:83193313-83194106	-	-	76.5583	71.5089	81.6076	OK
ENSMUSG00000083389	-	-	ENSMUSG00000083389	Gm13681	-	chr2:83268858-83269068	-	-	0	0	0	OK
ENSMUSG00000064193	-	-	ENSMUSG00000064193	Gm13699	-	chr2:80677283-80678919	-	-	6.82173	5.66236	7.98111	OK
ENSMUSG00000080949	-	-	ENSMUSG00000080949	Gm13683	-	chr2:83292020-83298716	-	-	0.0651314	0	0.195394	OK
ENSMUSG00000082460	-	-	ENSMUSG00000082460	Gm13685	-	chr2:83378691-83378832	-	-	0	0	0	OK
ENSMUSG00000085450	-	-	ENSMUSG00000085450	Gm13686	-	chr2:83540813-83541273	-	-	0	0	0	OK
ENSMUSG00000070866	-	-	ENSMUSG00000070866	Zfp804a	-	chr2:81893378-82100036	-	-	0.0121514	0	0.092468	OK
ENSMUSG00000082666	-	-	ENSMUSG00000082666	Gm13677	-	chr2:81962673-81963268	-	-	0	0	0	OK
ENSMUSG00000034552	-	-	ENSMUSG00000034552	Zswim2	-	chr2:83755235-83781385	-	-	0	0	0	OK
ENSMUSG00000027001	-	-	ENSMUSG00000027001	Dusp19	-	chr2:80457201-80472518	-	-	5.59824	4.29254	6.90394	OK
ENSMUSG00000026999	-	-	ENSMUSG00000026999	Nup35	-	chr2:80457392-80499063	-	-	2.23033	1.37891	3.08176	OK
ENSMUSG00000086436	-	-	ENSMUSG00000086436	Gm13690	-	chr2:80469437-80469725	-	-	0	0	0	OK
ENSMUSG00000027091	-	-	ENSMUSG00000027091	Zc3h15	-	chr2:83484591-83504779	-	-	21.7743	19.5506	23.998	OK
ENSMUSG00000091063	-	-	ENSMUSG00000091063	Gm13698	-	chr2:83795846-83798574	-	-	0	0	0	OK
ENSMUSG00000075239	-	-	ENSMUSG00000075239	Gm13698	-	chr2:83795849-83798342	-	-	0	0	0	OK
ENSMUSG00000048388	-	-	ENSMUSG00000048388	Fam171b	-	chr2:83652792-83723643	-	-	0.830585	0.0747364	1.58643	OK
ENSMUSG00000090496	-	-	ENSMUSG00000090496	Gm13693	-	chr2:83801656-83804384	-	-	0	0	0	OK
ENSMUSG00000075238	-	-	ENSMUSG00000075238	Gm13693	-	chr2:83801659-83804152	-	-	0	0	0	OK
ENSMUSG00000089658	-	-	ENSMUSG00000089658	Gm13695	-	chr2:83807466-83810194	-	-	0	0	0	OK
ENSMUSG00000075237	-	-	ENSMUSG00000075237	Gm13695	-	chr2:83807469-83809962	-	-	0	0	0	OK
ENSMUSG00000042359	-	-	ENSMUSG00000042359	Osbpl6	-	chr2:76244564-76438704	-	-	2.76548	1.47199	4.05898	OK
ENSMUSG00000092825	-	-	ENSMUSG00000092825	AL928905.1	-	chr2:76317275-76317386	-	-	0	0	0	OK
ENSMUSG00000084359	-	-	ENSMUSG00000084359	Gm13692	-	chr2:83874399-83874770	-	-	0	0	0	OK
ENSMUSG00000091152	-	-	ENSMUSG00000091152	Gm13696	-	chr2:83813276-83816004	-	-	0	0	0	OK
ENSMUSG00000079249	-	-	ENSMUSG00000079249	Gm13696	-	chr2:83813279-83815772	-	-	0	0	0	OK
ENSMUSG00000081980	-	-	ENSMUSG00000081980	Gm13702	-	chr2:83985046-83985871	-	-	0	0	0	OK
ENSMUSG00000093115	-	-	ENSMUSG00000093115	AL772159.1	-	chr2:83990211-83990312	-	-	0	0	0	OK
ENSMUSG00000084198	-	-	ENSMUSG00000084198	Gm13711	-	chr2:84157495-84158468	-	-	0	0	0	OK
ENSMUSG00000092146	-	-	ENSMUSG00000092146	Gm13694	-	chr2:83819086-83821814	-	-	0	0	0	OK
ENSMUSG00000079248	-	-	ENSMUSG00000079248	Gm13694	-	chr2:83819089-83821582	-	-	0	0	0	OK
ENSMUSG00000087362	-	-	ENSMUSG00000087362	Gm13710	-	chr2:84340916-84371479	-	-	0.726705	0.0197094	1.4337	OK
ENSMUSG00000091729	-	-	ENSMUSG00000091729	Gm13697	-	chr2:83824896-83827624	-	-	0	0	0	OK
ENSMUSG00000079250	-	-	ENSMUSG00000079250	Gm13697	-	chr2:83824899-83827392	-	-	0	0	0	OK
ENSMUSG00000090524	-	-	ENSMUSG00000090524	Gm13691	-	chr2:83830706-83833434	-	-	0	0	0	OK
ENSMUSG00000079247	-	-	ENSMUSG00000079247	Gm13691	-	chr2:83830709-83833202	-	-	0	0	0	OK
ENSMUSG00000059173	-	-	ENSMUSG00000059173	Pde1a	-	chr2:79674609-79969632	-	-	5.21662	3.99178	6.44146	OK
ENSMUSG00000042272	-	-	ENSMUSG00000042272	Sestd1	-	chr2:77018396-77129163	-	-	9.05204	8.15336	9.95072	OK
ENSMUSG00000084087	-	-	ENSMUSG00000084087	Gm13650	-	chr2:77094047-77094480	-	-	0	0	0	OK
ENSMUSG00000059588	-	-	ENSMUSG00000059588	Calcrl	-	chr2:84170782-84265568	-	-	11.1892	9.70004	12.6784	OK
ENSMUSG00000086598	-	-	ENSMUSG00000086598	Gm13718	-	chr2:84499235-84506463	-	-	0	0	0	OK
ENSMUSG00000027002	-	-	ENSMUSG00000027002	Nckap1	-	chr2:80340668-80421537	-	-	48.584	45.7847	51.3832	OK
ENSMUSG00000081487	-	-	ENSMUSG00000081487	Gm13689	-	chr2:80389868-80390553	-	-	0.521489	0.0550551	0.987923	OK
ENSMUSG00000064669	-	-	ENSMUSG00000064669	U6	-	chr2:80398841-80398944	-	-	0	0	0	OK
ENSMUSG00000076437	-	-	ENSMUSG00000076437	2700094K13Rik	-	chr2:84509374-84510927	-	-	54.7057	49.6529	59.7586	OK
ENSMUSG00000065484	-	-	ENSMUSG00000065484	Mir130a	-	chr2:84581271-84581335	-	-	0	0	0	OK
ENSMUSG00000027077	-	-	ENSMUSG00000027077	Smtnl1	-	chr2:84651332-84662809	-	-	0.0396704	0	0.118468	OK
ENSMUSG00000034059	-	-	ENSMUSG00000034059	Ypel4	-	chr2:84574214-84578812	-	-	1.62034	1.09373	2.14694	OK
ENSMUSG00000027076	-	-	ENSMUSG00000027076	Timm10	-	chr2:84667153-84670370	-	-	48.3303	43.6867	52.9739	OK
